spline_tol,cusum_h,drift_k,mean_fitness,std_fitness,penalized_fitness,universes_survived
0.001,1.0,4.500000000000001,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,1.0,4.300000000000001,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,1.0,4.1000000000000005,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,28.0,4.9,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,28.0,1.1000000000000003,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,28.0,1.3000000000000003,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,28.0,1.5000000000000004,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,28.0,1.7000000000000004,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,28.0,1.9000000000000004,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,28.0,2.1000000000000005,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,28.0,2.3000000000000007,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,28.0,2.5000000000000004,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,28.0,2.7000000000000006,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,28.0,2.900000000000001,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,4.0,3.3000000000000007,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,4.0,3.500000000000001,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,4.0,3.7000000000000006,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,4.0,3.900000000000001,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,4.0,4.1000000000000005,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,4.0,4.300000000000001,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
0.001,4.0,4.500000000000001,1.0172840302163502,0.06108082277062455,0.9562032074457256,10
