Date,Open,High,Low,Close,Volume
2026-05-28,74713.4894565363,75370.52325639936,74345.63895813149,74934.22101510345,51961929624.875336
2026-05-29,75191.29945405397,75906.98757832019,74742.27613127734,75071.07667780733,48227435582.24901
2026-05-30,75286.58091749944,75425.32964045757,75153.49081419692,75307.84069041724,53865030985.19997
2026-05-31,75391.07010621246,75972.10162463541,74985.68221324422,75521.21718404844,44263918582.60735
2026-06-01,75905.00451011196,76234.36425137124,75594.9799586811,75950.06524281338,48148273673.19583
2026-06-02,76142.83191457282,76443.05549587277,76078.0599180115,76184.29339975512,57913827584.1108
2026-06-03,76198.26583364238,76689.90224074482,75859.4919440771,76406.81124527953,54583744598.98685
2026-06-04,76912.16595550679,76979.64629358558,76093.28026757743,76321.15097012495,44852338337.39007
2026-06-05,76120.01047138145,76642.71036761161,75570.81689011052,75961.34533240416,59280157756.439064
2026-06-06,76476.69944270368,76484.90339337641,75568.91749404,76216.09392963504,63406129905.71219
2026-06-07,75810.16840122342,76312.16598837313,75756.43726874754,75960.76141139913,58496561712.89267
2026-06-08,76522.58403774044,76697.80379100026,76333.28463953042,76537.38927086638,52144870821.950584
2026-06-09,76801.4224276798,77243.44353363753,76667.62928409055,76670.35661002758,58078664124.81087
2026-06-10,77023.07089492834,77361.02514066217,76786.64581133905,76890.13895705403,52656206732.7858
2026-06-11,76865.93270075678,77237.51737128981,76243.99346140704,76929.56722899452,59115767905.55435
2026-06-12,76254.64147835133,76795.32437796165,75544.70163452507,76492.74478280023,51772011070.676605
2026-06-13,76339.94827104165,76808.77642485562,75909.10690621717,76304.54306339881,55431730493.66823
2026-06-14,76648.24968068997,77357.95363411482,76318.29209390115,76604.29857796239,52377952496.82857
2026-06-15,78139.20130469599,78164.53130118505,77183.47565407798,78129.40351621073,48724704364.49002
2026-06-16,78337.24881896086,78589.90682053572,78234.28405259164,78400.37276288135,50438957604.88326
2026-06-17,79369.35317109089,79603.09554084366,79003.10170078119,79153.57779057015,51966610099.92443
2026-06-18,79438.95612357154,79460.00310398205,79111.17325844575,79252.63198637155,52615619499.12795
2026-06-19,79590.5222989039,79732.52920702826,79337.01145885853,79502.66881399634,48663828388.69664
2026-06-20,80506.4399137578,80690.10485837406,80488.54821437104,80584.65637495677,58406932870.932655
2026-06-21,80718.9818259151,81040.0757455724,80202.6512020883,80602.7316973914,53159330980.94633
2026-06-22,80663.23138306173,80759.60329654615,80204.21820230772,80437.48630637137,55486169467.97182
2026-06-23,81590.04917207595,82029.9087878737,81395.98872326792,81941.1516277419,49245188836.33131
2026-06-24,80823.39888231439,81353.70465166152,80781.25546766348,80888.14627949269,48208736161.19612
2026-06-25,81775.87465461735,81989.02868596191,81484.20137997625,81530.45546149816,59052848420.69074
2026-06-26,82435.82384002859,83024.91832441486,82310.0349005028,82478.34383881913,54940998380.718735
2026-06-27,83479.29503109965,83661.88946868971,83356.35883327905,83636.53521109604,47752378034.104576
2026-06-28,84198.51258750237,84585.94378248275,83865.3361969126,83973.18473662164,49907136854.703865
2026-06-29,84013.65704808447,84835.45212929999,83544.51835639628,84079.11944852848,57235446623.81009
2026-06-30,84230.94537976172,84637.11972595417,83832.56032115043,84304.94384841237,55768284726.65599
2026-07-01,84300.57905441851,84804.29796112546,84106.61859979572,84436.29526352882,60665576347.17286
2026-07-02,83135.8153445619,83691.50292805862,83077.10382403221,83211.51471360376,48250956680.17878
2026-07-03,83777.59752543225,83993.05392305579,83454.36910918758,83874.84536044687,53742687476.99855
2026-07-04,80582.08116357744,80583.1932622769,80403.75491842443,80513.80428811774,60182608637.59246
2026-07-05,79259.6845964032,79307.83856171758,78798.67868287434,79144.46076589747,53824467913.22705
2026-07-06,79053.38965966988,79469.01356231968,78969.88184148911,79290.02430952256,54826225827.87993
2026-07-07,79323.91003719706,80062.75375399968,79287.48079723713,79650.42033538673,51229987592.96103
2026-07-08,79366.2785381418,79855.54959305284,78888.36909694393,79157.90456061989,52467542508.36622
2026-07-09,80111.30488548179,80353.52283010256,79481.10009996338,79796.71457137738,55530025205.48842
2026-07-10,82988.59236728506,83145.39446234009,82893.91800780359,83040.28876004134,54564866855.42191
2026-07-11,84902.6403234868,85368.6683353835,84465.82010919433,85029.49135850105,49729129305.30809
2026-07-12,86828.19260929321,86896.81514812497,86138.45323426707,86792.82870211857,57162210070.23536
2026-07-13,87581.39176144813,88299.93716582547,87490.75565827164,88161.42701653716,46110089424.63774
2026-07-14,87217.54118829165,87996.76107743157,86864.52799521269,87728.70660554653,53448195366.20442
2026-07-15,88639.28153601974,88844.08171625629,88416.61162091816,88462.35106251099,53890019636.0208
2026-07-16,89292.55554883754,89684.91154478623,88832.7117515038,89040.02941927299,51510315605.56519
2026-07-17,87768.61275885817,88479.24843679101,87089.7636624871,87665.85591851643,60391286182.434006
2026-07-18,87979.97626507966,88305.21006363987,87632.56287995722,88022.84097389675,49830229521.89607
2026-07-19,87340.83315105652,87479.38835909664,87205.78629716275,87385.24417953717,52526426019.50609
2026-07-20,84781.23661555188,85243.40772514982,84580.55324653743,84755.01606684815,54294489690.51779
2026-07-21,85821.40652177623,85972.73648238186,85522.45875574555,85769.1309191298,54140523596.27427
2026-07-22,86308.34614712327,86365.83173738739,85985.61319777822,86197.24732705351,50591693764.26563
2026-07-23,89462.59735163531,89515.2866487299,89180.52999112965,89340.72290574343,48391012362.28375
2026-07-24,88580.27497435427,89173.02471456658,88369.25602315296,88967.73187539924,45191517996.49417
2026-07-25,85521.98737879726,85683.32149134115,85125.27827306933,85348.59558464708,52934817827.43528
2026-07-26,91138.07208226407,91647.26085525387,91110.28465799763,91110.67273258854,39727522483.94768
2026-07-27,93724.72518345444,94411.52033811844,93628.54121394554,93841.03080271141,51060231813.61162
2026-07-28,96151.44238323152,96916.68071616022,95655.2061195783,96030.28380826331,43688278954.59685
2026-07-29,95979.62632788005,96359.04525101182,95203.74236115141,95730.62293305753,47756934387.773964
2026-07-30,99545.67804801204,100479.60974562712,99460.67915124014,99731.09478913939,51965858140.33307
2026-07-31,101093.00273022399,102275.73355182949,100601.19600374691,101766.85958066644,49512471739.72485
2026-08-01,98297.22239692189,98763.79916180701,98002.87186138694,98320.68979388662,61197971222.83389
2026-08-02,100387.9893600895,100914.44521784374,100370.73179195396,100509.74080874599,39974417441.37473
2026-08-03,103286.00514892043,103678.16614781831,103125.41390382417,103133.01141679991,47926520796.53917
2026-08-04,107039.25926325777,107186.19728739832,106568.9964751695,107000.4795508015,46975264200.71067
2026-08-05,109682.97454594974,110130.26576483258,109440.57473926312,109690.34837527017,50188576991.36371
2026-08-06,109965.99283992579,110015.29122620595,109441.28561726418,109662.55195676748,44600028015.53226
2026-08-07,112489.8772645042,112534.12023113217,111271.41169948575,112102.08776927608,54175210814.2395
2026-08-08,112260.33751937577,112911.74558218505,111662.72520357084,112105.33157872903,54558455383.38023
2026-08-09,116748.79275601273,117679.62935111209,116513.94842254545,117077.15239461671,51778007992.40184
2026-08-10,118764.84595528802,118767.17328618477,118348.60993168653,118601.13092065326,48199497964.58052
