drift_k,r2_train,complexity,regimes,mcc_test,hit_ratio,profit_factor,max_drawdown,mape_test,rho_residuos
0.1,0.017847955981343533,5,43,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
0.2,0.017847955981343533,5,40,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
0.30000000000000004,0.017847955981343533,5,35,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
0.4,0.017847955981343533,5,27,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
0.5,0.017847955981343533,5,21,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
0.6,0.017847955981343533,5,16,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
0.7000000000000001,0.017847955981343533,5,9,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
0.8,0.017847955981343533,5,8,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
0.9,0.017847955981343533,5,5,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
1.0,0.49875479037476544,5,2,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,128.7667304034954,0.9993973935862495
1.1,0.49875479037476544,5,1,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,128.7667304034954,0.9993973935862495
1.2000000000000002,0.49875479037476544,5,1,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,128.7667304034954,0.9993973935862495
1.3000000000000003,0.017847955981343533,5,0,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
1.4000000000000001,0.017847955981343533,5,0,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
1.5000000000000002,0.017847955981343533,5,0,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
1.6,0.017847955981343533,5,0,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
1.7000000000000002,0.017847955981343533,5,0,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
1.8000000000000003,0.017847955981343533,5,0,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
1.9000000000000001,0.017847955981343533,5,0,0.014596849399225231,0.49333333333333335,1.0304903634652467,0.3973417933722697,95.5517283014999,0.998650249141578
