spline_tol,cusum_h,drift_k,mean_fitness,std_fitness,penalized_fitness,universes_survived
0.001,1.0,0.1,10.635000570854073,0.11876091478008134,10.516239656073992,7
0.006,1.0,0.1,10.618055274861605,0.1021215733382098,10.515933701523396,7
0.005,1.0,0.1,10.618038292858769,0.10211200314219962,10.51592628971657,7
0.004,1.0,0.1,10.618037185867154,0.10211344793638294,10.515923737930772,7
0.003,1.0,0.1,10.618036802615759,0.10211439026591779,10.515922412349841,7
0.002,1.0,0.1,10.61797225571649,0.1020764871422385,10.515895768574252,7
0.001,1.0,0.30000000000000004,10.53876188519219,0.14942203908456822,10.389339846107623,7
0.006,1.0,0.30000000000000004,10.476020057228444,0.11783168750444592,10.358188369724,7
0.003,1.0,0.30000000000000004,10.476011752094607,0.11784020687109872,10.358171545223508,7
0.005,1.0,0.30000000000000004,10.476011714984773,0.11784020421301013,10.358171510771763,7
0.004,1.0,0.30000000000000004,10.476011585446598,0.11784039376543581,10.358171191681162,7
0.002,1.0,0.30000000000000004,10.475984414988947,0.11786833853839264,10.358116076450553,7
0.001,1.0,0.5000000000000001,10.28529876441913,0.1029985955436094,10.182300168875521,7
0.002,1.0,0.5000000000000001,10.223637315201525,0.10099135910484296,10.122645956096683,7
0.005,1.0,0.5000000000000001,10.223705596706736,0.10107343131527051,10.122632165391465,7
0.006,1.0,0.5000000000000001,10.223702497405723,0.10107435345704088,10.122628143948683,7
0.003,1.0,0.5000000000000001,10.223701718547458,0.10107452227267556,10.122627196274783,7
0.004,1.0,0.5000000000000001,10.223701546312016,0.101074588691576,10.12262695762044,7
0.001,1.0,0.7000000000000001,9.87512509935524,0.2304779322946158,9.644647167060624,6
0.002,1.0,0.7000000000000001,9.774863421037479,0.2172884134132482,9.55757500762423,6
0.003,1.0,0.7000000000000001,9.774863455930975,0.21728846262753385,9.55757499330344,6
0.004,1.0,0.7000000000000001,9.774863445401335,0.21728846765823573,9.5575749777431,6
0.005,1.0,0.7000000000000001,9.77486342947107,0.21728845968669108,9.55757496978438,6
0.006,1.0,0.7000000000000001,9.77486342098422,0.21728846073619,9.55757496024803,6
0.001,1.0,0.9000000000000001,9.040305456107827,0.27302506548700695,8.76728039062082,7
0.006,1.0,0.9000000000000001,9.04619021284213,0.27991001379598973,8.766280199046141,7
0.005,1.0,0.9000000000000001,9.046187806797215,0.2799110743800628,8.766276732417152,7
0.004,1.0,0.9000000000000001,9.04617799190153,0.27991626379627554,8.766261728105254,7
0.003,1.0,0.9000000000000001,9.046177261704756,0.27991698031775614,8.766260281387,7
0.002,1.0,0.9000000000000001,9.046114185238219,0.2799462272236281,8.766167958014591,7
0.001,4.0,0.1,8.812732621687152,0.27267458374471437,8.540058037942437,6
0.005,4.0,0.1,8.794240725161627,0.2604571450009258,8.533783580160701,6
0.004,4.0,0.1,8.794240702975523,0.26045718506510074,8.533783517910422,6
0.006,4.0,0.1,8.794240521671986,0.26045724041475643,8.533783281257229,6
0.003,4.0,0.1,8.794240141038868,0.2604576515984778,8.53378248944039,6
0.002,4.0,0.1,8.794109605999553,0.2606109982494727,8.533498607750081,6
0.006,1.0,1.1000000000000003,8.515566934707552,0.2580743489454333,8.257492585762119,6
0.005,1.0,1.1000000000000003,8.51556835411314,0.2580757693172061,8.257492584795935,6
0.004,1.0,1.1000000000000003,8.515558246909377,0.2580669712895083,8.257491275619868,6
0.003,1.0,1.1000000000000003,8.515558682100526,0.2580675006584112,8.257491181442115,6
0.002,1.0,1.1000000000000003,8.51549013555158,0.2581727791611239,8.257317356390457,6
0.001,1.0,1.1000000000000003,8.562117378937208,0.31562106414537083,8.246496314791838,6
0.006,1.0,1.3000000000000003,7.689239779956433,0.56339799047236,7.125841789484073,7
0.005,1.0,1.3000000000000003,7.6892396227221225,0.5633981745060137,7.125841448216109,7
0.004,1.0,1.3000000000000003,7.689236229024766,0.5633999115796009,7.125836317445165,7
0.003,1.0,1.3000000000000003,7.689236174086669,0.5634004486556011,7.125835725431068,7
0.002,1.0,1.3000000000000003,7.68917786094579,0.5634052894073838,7.125772571538406,7
0.001,1.0,1.3000000000000003,7.63757260507863,0.5383524261091643,7.099220178969466,7
0.006,4.0,0.30000000000000004,7.598467526288004,0.530889753215848,7.067577773072156,6
0.003,4.0,0.30000000000000004,7.59845055990679,0.5308840044548224,7.067566555451967,6
0.004,4.0,0.30000000000000004,7.598450031067659,0.5308841323449733,7.067565898722686,6
0.005,4.0,0.30000000000000004,7.598452309215588,0.5308887489516187,7.067563560263969,6
0.002,4.0,0.30000000000000004,7.598313614970028,0.5309412240893421,7.067372390880686,6
0.001,4.0,0.30000000000000004,7.457896420468117,0.48618234355932843,6.971714076908789,6
0.005,7.0,0.1,6.945484110286766,0.3512297697661875,6.594254340520578,6
0.006,7.0,0.1,6.945494398172819,0.3512444688645861,6.5942499293082335,6
0.004,7.0,0.1,6.945473561618871,0.3512253935675722,6.594248168051299,6
0.003,7.0,0.1,6.9454732388675255,0.35122576764043006,6.594247471227096,6
0.002,7.0,0.1,6.945407900615091,0.3512697767476318,6.5941381238674595,6
0.001,7.0,0.1,6.832735719262556,0.46150705745015314,6.3712286618124025,6
0.001,1.0,1.5000000000000004,6.371161188683814,0.4491324697036229,5.922028718980191,6
0.006,1.0,1.5000000000000004,6.431486362413263,0.5380165170425044,5.893469845370759,6
0.005,1.0,1.5000000000000004,6.4314805636440555,0.5380181730638297,5.8934623905802255,6
0.003,1.0,1.5000000000000004,6.431471224657265,0.5380141448695869,5.893457079787678,6
0.004,1.0,1.5000000000000004,6.431470578897808,0.5380138437302111,5.893456735167597,6
0.002,1.0,1.5000000000000004,6.431443440939531,0.5380406118376446,5.893402829101886,6
0.006,4.0,0.5000000000000001,6.117455291867471,0.6079400598949303,5.509515231972541,6
0.003,4.0,0.5000000000000001,6.117441018088555,0.60793574256257,5.509505275525985,6
0.004,4.0,0.5000000000000001,6.117440525842035,0.6079358093665016,5.509504716475534,6
0.005,4.0,0.5000000000000001,6.117449591504499,0.6079464312592504,5.509503160245249,6
0.002,4.0,0.5000000000000001,6.117397979624376,0.6079225487486525,5.509475430875724,6
0.001,4.0,0.5000000000000001,6.030398862306242,0.558030994394863,5.472367867911379,6
0.001,1.0,1.7000000000000004,4.956056613868938,0.40312570603944387,4.552930907829494,7
0.006,1.0,1.7000000000000004,4.9620482917765765,0.4114034716698427,4.550644820106734,7
0.005,1.0,1.7000000000000004,4.962028201522023,0.41140586912146515,4.550622332400558,7
0.003,1.0,1.7000000000000004,4.962020840498292,0.4114083035287883,4.550612536969504,7
0.004,1.0,1.7000000000000004,4.962020129247797,0.4114088061377105,4.550611323110087,7
0.002,1.0,1.7000000000000004,4.961992058083906,0.4113963435409377,4.550595714542968,7
0.006,10.0,0.1,5.030137401166041,0.549802253991516,4.480335147174524,8
0.004,10.0,0.1,5.03012760043738,0.549804710270237,4.480322890167143,8
0.005,10.0,0.1,5.030127870504042,0.5498050915483322,4.48032277895571,8
0.003,10.0,0.1,5.030127551299464,0.54980493293729,4.480322618362174,8
0.002,10.0,0.1,5.0301115625631265,0.5498080727632795,4.480303489799847,8
0.001,10.0,0.1,4.785171741575352,0.5583890463762524,4.2267826951991,8
0.006,4.0,0.7000000000000001,4.618755337990009,0.5667101262018068,4.052045211788202,7
0.005,4.0,0.7000000000000001,4.618750334244237,0.566713946587475,4.052036387656762,7
0.003,4.0,0.7000000000000001,4.618743042117954,0.5667128701753937,4.05203017194256,7
0.004,4.0,0.7000000000000001,4.618742548613809,0.5667131769936703,4.052029371620138,7
0.002,4.0,0.7000000000000001,4.6187236777886,0.5667155619568081,4.052008115831791,7
0.001,4.0,0.7000000000000001,4.49834392727338,0.47231464938695866,4.026029277886422,7
